"Nkosi Pridelord",Medium,humanoid (shapechanger,18,18,12,10,10,14
"Nkosi War Ostrich",Large,beast,15,12,16,2,10,5
"Noctiny",Medium,humanoid,12,13,14,10,11,16
"Oculo Swarm",Large,swarm of Tiny aberrations,10,20,16,8,15,17
"Oozasis",Gargantuan,ooze,18,5,20,12,22,18
"Corrupting Ooze",Large,ooze,16,10,22,4,2,1
"Ostinato",Medium,aberration,1,20,15,5,12,17
"Pombero",Medium,fey,17,16,16,8,10,14
"Possessed Pillar",Large,construct,20,8,19,3,11,1
"Putrid Haunt",Medium,undead,17,8,13,6,11,6
"Qwyllion",Medium,aberration,12,20,19,12,13,16
"Ramag",Medium,humanoid,9,14,10,16,12,11
"Rat King",Medium,monstrosity,6,16,18,11,15,16
"Ratatosk",Tiny,celestial,4,18,12,17,10,18
"Ratfolk",Small,humanoid,7,15,11,14,10,10
"Ratfolk Rogue",Small,humanoid,7,16,12,14,10,10
"Ravenala",Large,plant,20,10,20,12,16,12
"Ravenfolk Scout",Medium,humanoid,10,14,8,10,15,12
"Ravenfolk Warrior",Medium,humanoid,12,16,14,10,13,10
"Ravenfolk Doom Croaker",Medium,humanoid,10,14,12,12,18,14
"Redcap",Medium,fey,20,10,17,11,13,8
"Rift Swine",Large,aberration,18,10,17,4,12,5
"Adult Rime Worm",Large,elemental,20,14,20,6,14,3
"Rime Worm Grub",Medium,elemental,16,12,16,4,12,3
"Risen Reaver",Large,undead,19,16,20,9,7,6
"Roachling Skirmisher",Small,humanoid,10,14,11,10,9,8
"Roachling Lord",Small,humanoid,10,16,12,10,10,10
"Rotting Wind",Large,undead,14,20,15,7,12,10
"Rusalka",Medium,undead,17,13,12,11,15,18
"Sand Silhouette",Medium,undead,18,12,17,7,12,10
"Sandman",Medium,celestial,11,19,16,13,14,19
"Sandwyrm",Large,dragon,20,12,18,5,13,8
"Sap Demon",Small,ooze,14,6,12,10,14,10
"Sarcophagus Slime",Medium,undead,14,12,18,3,12,12
"Sathaq Worm",Huge,elemental,22,6,20,5,12,9
"Savager",Large,beast,22,14,22,2,10,13
"Scheznyki",Small,fey,19,15,18,15,16,16
"Night Scorpion",Large,beast,15,14,14,1,9,3
"Stygian Fat-Tailed Scorpion",Tiny,beast,3,16,10,1,10,2
"Selang",Medium,fey,18,15,18,12,14,19
"Serpopard",Large,beast,17,16,16,2,12,6
"Shabti",Medium,construct,14,20,18,6,11,6
"Shadhavar",Large,monstrosity,14,15,14,8,10,16
"Shadow Beast",Medium,fey,20,18,17,14,14,19
"Shellycoat",Medium,fey,17,15,16,13,9,7
"Shoggoth",Huge,aberration,26,14,28,12,16,13
"Shroud",Medium,undead,4,13,10,2,10,8
"Skein Witch",Medium,celestial,6,12,14,16,20,20
"Sharkjaw Skeleton",Large,undead,16,10,15,6,8,4
"Vine Troll Skeleton",Large,plant,20,12,16,6,8,5
"Skitterhaunt",Large,ooze,15,11,19,1,7,1
"Slow Storm",Huge,elemental,20,19,22,11,16,11
"Swamp Adder",Small,beast,4,16,12,1,10,4
"Zanskaran Viper",Large,beast,12,11,18,2,13,2
"Son Of Fenris",Huge,monstrosity,26,16,23,16,18,14
"Soul Eater",Medium,fiend,13,22,14,12,11,11
"Spark",Tiny,elemental,4,20,18,10,12,17
"Spectral Guardian",Medium,undead,6,18,18,11,16,18
"Gypsosphinx",Large,monstrosity,20,14,18,18,18,18
"Ghostwalk Spider",Large,monstrosity,15,20,17,9,14,8
"J'ba Fofi Spider",Large,beast,17,17,15,4,13,6
"Red-Banded Line Spider",Tiny,beast,4,16,10,1,10,2
"Sand Spider",Large,beast,20,17,14,4,12,4
"Spider Of Leng",Large,aberration,14,16,16,17,10,10
"Spider Thief",Small,construct,10,12,12,3,10,1
"Spire Walker",Tiny,fey,3,18,14,11,10,14
"Star Spawn Of Cthulhu",Large,fiend,25,15,24,30,18,23
"Stryx",Tiny,monstrosity,3,17,11,8,15,6
"Stuhac",Medium,fiend,22,18,20,12,16,15
"Subek",Large,humanoid,19,10,18,14,13,13
"Suturefly",Tiny,beast,1,19,10,1,12,4
"Fire Dancer Swarm",Medium,swarm of Tiny elementals,10,20,16,6,10,7
"Manabane Scarab Swarm",Medium,Swarm of Tiny beasts,3,16,16,1,13,2
"Prismatic Beetle Swarm",Medium,swarm of Tiny beasts,3,16,12,1,13,2
"Sluagh Swarm",Medium,swarm of Tiny fey,6,16,11,6,13,10
"Wolf Spirit Swarm",Large,swarm of Medium undead,14,16,12,4,10,12
"Temple Dog",Medium,celestial,18,14,15,8,14,10
"Thuellai",Huge,elemental,22,24,20,10,11,14
"Ancient Titan",Gargantuan,celestial,27,13,22,16,16,20
"Degenerate Titan",Huge,giant,24,6,20,6,9,7
"Titanoboa",Gargantuan,beast,26,10,20,3,10,3
"Tophet",Huge,construct,24,10,20,6,10,10
"Tosculi Hive-Queen",Large,monstrosity,17,24,20,16,16,18
"Tosculi Warrior",Small,monstrosity,12,20,16,10,12,12
"Tosculi Drone",Small,monstrosity,8,16,14,8,12,4
"Tosculi Elite Bow Raider",Medium,humanoid,14,18,17,12,14,12
"Treacle",Tiny,ooze,4,6,17,1,1,10
"Weeping Treant",Huge,plant,21,8,20,12,16,11
"Lake Troll",Large,giant,20,13,20,8,10,6
"Trollkin Reaver",Medium,humanoid,19,13,16,11,12,13
"Tusked Skyfish",Large,aberration,17,12,17,3,14,10
"Uraeus",Tiny,celestial,6,15,14,10,14,9
"Urochar (Strangling Watcher)",Huge,aberration,24,15,24,14,14,20
"Ushabti",Large,construct,21,17,20,11,19,9
"Vaettir",Medium,undead,20,14,16,10,12,14
"Valkyrie",Medium,celestial,18,18,16,12,19,18
"Umbral Vampire",Medium,fiend,1,18,15,14,14,19
"Vapor Lynx",Large,monstrosity,15,18,16,10,13,14
"Vesiculosa",Gargantuan,plant,20,10,19,2,14,2
"Vila",Medium,fey,12,20,13,11,14,16
"Vile Barber",Small,fey,12,18,10,10,8,10
"Vine Lord",Medium,plant,12,20,16,14,16,18
"Vine Lord's Tendril Puppet",Medium,plant,16,12,18,6,6,8
"Voidling",Large,aberration,15,22,10,14,16,10
"Wampus Cat",Medium,monstrosity,14,18,15,12,14,16
"Water Leaper",Large,monstrosity,16,14,15,4,12,5
"Wharfling",Tiny,beast,4,16,8,2,12,8
"Wharfling Swarm",Large,swarm of Tiny beasts,10,16,8,2,12,7
"White Ape",Large,monstrosity,18,16,18,8,14,8
"Witchlight",Tiny,construct,1,18,10,10,13,7
"Wormhearted Suffragan",Medium,undead,10,14,16,11,16,8
"Xanka",Small,construct,10,15,12,4,10,7
"Xhkarsh",Large,aberration,17,21,18,15,16,15
"Ychen Bannog",Gargantuan,beast,28,10,23,3,12,10
"Zaratan",Gargantuan,monstrosity,30,3,28,10,11,11
"Zimwi",Medium,giant,13,18,19,6,9,7
"Zmey",Huge,dragon,22,13,19,16,16,12
"Zmey Headling",Medium,dragon,16,10,1,8,16,8
"Bandit Lord",Medium,Humanoid (Any Race),16,15,14,14,11,14
"Black Knight Commander",Medium,Humanoid (Any Race),18,10,14,12,13,15
"City Watch Captain",Medium,Humanoid (Any Race),13,16,14,10,11,13
"Devilbound Gnomish Prince",Small,Humanoid,10,14,15,16,12,22
"Dwarven Ringmage",Medium,Humanoid,10,14,13,18,12,9
"Elvish Veteran Archer",Medium,Humanoid,11,16,12,11,13,11
"Ghost Knight",Medium,undead,17,15,14,8,10,7
"Ogre Chieftain, Corrupted",Large,giant,20,8,16,5,7,8
"Scorpion Cultist",Medium,humanoid (any race),11,14,15,10,13,10
"Wolf Reaver Dwarf",Medium,Humanoid,18,12,19,9,11,9
"Emerald Order Cult Leader",Medium,Humanoid (any race),10,10,14,15,20,15
"Vampire Warlock - Variant",Medium,undead,18,18,18,17,15,18
